Name,Age,Email,Phone,Discipline,Highest Qualification,Work Experience,Research Works
Tejas Roy,32,naiduchatresh@example.net,1628288189,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Pooja Dewan,51,virkfaqid@example.org,06855624150,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,8 years at DRDO in materials research,Ceramic Materials; High-Temperature Materials; Glass Science
Janani Mishra,69,ayushmangaba@example.com,09753323605,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,5 years at Bharat Electronics Limited,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Ati Dutt,56,boasechandani@example.org,+915800278391,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Wakeeta Gole,48,unnati54@example.com,7021757937,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Sai Sheth,37,panini90@example.com,1270173967,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Aditya Apte,50,msinghal@example.org,9541242132,Electronics & Communication Engineering,PhD in Electronics & Communication Engineering; Master's Degree in Electronics Engineering,3 years at a leading telecommunications company,Advanced Communication Systems; Microwave Engineering; Signal Processing Techniques
Jasmit Lall,51,brahmbhattedhitha@example.org,07546560107,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Yug Pant,31,mukherjeesanaya@example.com,+919697104535,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,4 years in marine consulting,Ocean Currents; Marine Ecosystems; Coastal Engineering
Raksha Bains,37,raiom@example.net,5393753302,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Rachit Sagar,31,lallaqasim@example.com,02983407610,Geology,PhD in Geology; Master's Degree in Applied Geology,4 years at DRDO in geotechnical engineering,Petroleum Geology; Mineralogy; Geotechnical Engineering
Maanav Handa,60,jatin39@example.org,2269655194,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Dhriti Behl,56,oliver60@example.com,+919182112335,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,6 years at Hindustan Aeronautics Limited,Aerodynamics; Aircraft Design; Aerospace Propulsion
Chavvi Chadha,58,upradhan@example.org,07907706881,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Harita Issac,49,gnatt@example.com,07880819521,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,7 years at DRDO,Nanomaterials; Composite Materials; Metallurgy
Rushil Chaudhry,63,wahabnagar@example.net,04722667359,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Madhavi Varma,34,chadudarsh@example.org,08266635099,Physics,PhD in Physics; Master's Degree in Applied Physics,7 years at DRDO in material science,Solid State Physics; Quantum Mechanics; Nanotechnology
Charan Pillai,31,jagrati79@example.com,+918496710260,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Amaira Narang,44,utkarsh83@example.com,6120866894,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Pranit Suri,65,sampathunnati@example.net,5890034120,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Ayushman Cheema,34,quincy62@example.com,2274259065,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,4 years at Indian Oil Corporation,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Nidhi Wason,30,zchandra@example.org,+916958215795,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,4 years at Indian Oil Corporation,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Henry Nadig,60,agateinaya@example.org,00445878342,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,6 years as a professor in IIT,Mathematical Modelling; Cryptography; Applied Statistics
Sachi Arya,34,nzachariah@example.net,+919704984357,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,5 years in military psychology,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Ayush Dora,51,bhavinimukherjee@example.com,07389123964,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,7 years at DRDO,Aerodynamics; Aircraft Design; Aerospace Propulsion
Sai Bhandari,69,ojasvichandran@example.com,01981962789,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,8 years at DRDO,Control Systems; Instrumentation and Measurement; Process Automation
Hitesh Vasa,65,jalsa56@example.org,+916588659363,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Maanas Nayak,65,chandransur@example.net,06527732141,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Gaurav Khosla,64,dassanita@example.com,2796434341,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Sanaya Suresh,57,rsaran@example.org,7550204584,Material Science,PhD in Material Science; Master's Degree in Nanotechnology,4 years at Tata Steel,Nanomaterials; Composite Materials; Metallurgy
Samaksh Peri,53,jsuri@example.org,+919754076737,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Ishita Rastogi,52,chandreshmodi@example.org,+916050277769,Atmospheric Science,PhD in Atmospheric Science; Master's Degree in Meteorology,7 years at Indian Meteorological Department,Climate Modeling; Meteorology; Environmental Science
Yashodhara Divan,34,lakshitkari@example.com,+916520183181,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Praneel Wable,54,abhiramverma@example.com,09399155551,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Ekta Mittal,56,triya82@example.com,3740676569,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Nicholas Ghosh,34,riya92@example.org,4524078075,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Charan Kalla,46,nsawhney@example.net,+913397504045,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,3 years at NTPC,Power Electronics; Renewable Energy Systems; Smart Grids
Bhanumati Ramakrishnan,47,hemani89@example.com,+911161625955,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Nidra Barad,32,warda21@example.com,5142059656,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Januja Subramaniam,63,adityakoshy@example.com,+910597993898,Aeronautical Engineering,PhD in Aeronautical Engineering; Master's Degree in Aerospace Engineering,3 years at Boeing,Aerodynamics; Aircraft Design; Aerospace Propulsion
Yachana Dhillon,46,bhavikachada@example.net,+919370690214,Electrical Engineering,PhD in Electrical Engineering; Master's Degree in Power Systems,5 years at Siemens,Power Electronics; Renewable Energy Systems; Smart Grids
Hemang Bhasin,66,yutikadash@example.org,7461865078,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Brinda Mittal,44,indalisekhon@example.com,+910032097917,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,4 years in marine consulting,Ocean Currents; Marine Ecosystems; Coastal Engineering
Harsh Roy,47,vedikapuri@example.com,+916989239271,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,5 years in pharmaceutical research,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Pratyush Mahajan,51,abha93@example.com,+914430343019,Physical Oceanography,PhD in Physical Oceanography; Master's Degree in Marine Science,4 years in marine consulting,Ocean Currents; Marine Ecosystems; Coastal Engineering
Reva Keer,57,khannarudra@example.com,07559907362,Mathematics,PhD in Mathematics; Master's Degree in Applied Mathematics,5 years at DRDO in cryptography,Mathematical Modelling; Cryptography; Applied Statistics
Chaitanya Gopal,43,qnigam@example.net,0829833074,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,5 years at Bharat Heavy Electricals Limited,Control Systems; Instrumentation and Measurement; Process Automation
Krisha Misra,40,atitank@example.com,01605848560,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Falan Sachar,47,lprabhu@example.net,06487395095,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,5 years at a leading ceramics manufacturer,Ceramic Materials; High-Temperature Materials; Glass Science
Teerth Bose,60,kantqushi@example.net,8969747519,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Chanakya Pingle,30,lakshpingle@example.org,3539221766,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,5 years at TCS,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Balendra Bassi,70,vdewan@example.com,4124728613,Computer Science Engineering,PhD in Computer Science; Master's Degree in Information Technology,7 years at Infosys,Artificial Intelligence and Machine Learning; Cybersecurity; Cloud Computing and Big Data
Advik Dash,57,imore@example.net,+910808915270,Instrumentation Engineering,PhD in Instrumentation Engineering; Master's Degree in Control Systems,4 years in automation industry,Control Systems; Instrumentation and Measurement; Process Automation
Vrishti Borra,53,hghose@example.com,+914947536955,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,5 years at Tata Motors,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Vedhika Bobal,50,fchoudhary@example.org,+916128437200,Automobile Engineering,PhD in Automobile Engineering; Master's Degree in Automotive Design,7 years at DRDO,Automotive Design; Vehicle Dynamics; Internal Combustion Engines
Jagdish Sachdev,30,yuvraj11@example.org,7774157571,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,4 years at Reliance Industries,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
William Konda,42,shivanishenoy@example.com,+919140307851,Geology,PhD in Geology; Master's Degree in Applied Geology,5 years at ONGC,Petroleum Geology; Mineralogy; Geotechnical Engineering
Hemangini Venkatesh,31,isaiah56@example.net,+913037627645,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,9 years at DRDO,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
Pushti Roy,32,asinha@example.org,5557230051,Chemistry,PhD in Chemistry; Master's Degree in Organic Chemistry,8 years at DRDO,Organic Synthesis; Analytical Chemistry; Polymer Chemistry
Unnati Chanda,61,balfaras@example.com,02394252912,Ceramic Engineering,PhD in Ceramic Engineering; Master's Degree in Material Science,4 years in the glass industry,Ceramic Materials; High-Temperature Materials; Glass Science
Theodore Taneja,45,balvansani@example.net,05884053899,Psychology,PhD in Psychology; Master's Degree in Clinical Psychology,5 years in military psychology,Cognitive Behavioral Therapy; Military Psychology; Human Factors Engineering
Chaman Krishna,54,chakrabortyaachal@example.net,+913012075999,Polymer Science,PhD in Polymer Science; Master's Degree in Chemical Engineering,8 years at DRDO,Polymer Synthesis; Biodegradable Polymers; Polymer Blends and Composites
Meghana Ramanathan,50,ykulkarni@example.net,+911593451058,Chemical Engineering,PhD in Chemical Engineering; Master's Degree in Chemical Technology,3 years in the polymer industry,Chemical Process Engineering; Polymer Technology; Catalysis and Reaction Engineering
